ID Transaksi;Tanggal;Bulan;Tahun;Usia Pembeli;Gender;Berat Barang (gr);Berapa Kali Transaksi;Waktu Pengiriman (Hari);Ongkos Kirim
5556;17;12;2023;62;L;946;10;9;50000
8823;14;9;2024;47;L;102;19;3;20000
6258;22;12;2022;33;P;667;5;1;50000
3264;12;1;2024;22;L;770;17;6;50000
675;31;3;2024;34;P;783;10;6;10000
8270;1;9;2023;41;L;409;19;10;10000
5207;29;9;2023;40;P;425;5;5;40000
1702;23;10;2024;44;P;860;1;7;30000
5906;13;8;2022;43;L;836;10;4;40000
3043;19;1;2023;70;L;87;8;3;10000
9400;3;7;2023;71;L;647;12;3;40000
8221;31;5;2024;43;P;653;10;3;10000
5824;10;3;2022;64;P;108;7;5;20000
5700;3;5;2022;58;P;314;16;5;40000
5290;3;12;2022;31;P;856;15;1;20000
6311;4;9;2023;56;L;523;7;14;50000
194;30;7;2024;60;P;938;18;3;20000
8926;7;8;2022;66;P;742;12;11;30000
7048;11;12;2022;67;P;748;15;14;40000
4570;23;4;2024;52;L;307;17;5;30000
1392;31;7;2022;54;P;137;13;7;20000
571;18;3;2022;60;L;644;6;9;50000
1385;4;2;2024;50;P;868;18;11;30000
2215;6;4;2022;71;P;853;4;8;40000
7210;4;2;2022;43;L;232;3;3;30000
2316;20;11;2022;52;P;159;13;2;40000
848;26;1;2023;38;P;720;14;14;50000
4375;21;3;2024;42;P;786;19;3;20000
855;23;6;2024;27;P;36;19;9;30000
4713;24;5;2023;32;P;277;6;10;40000
1592;27;5;2022;65;P;538;4;1;50000
4502;25;1;2022;29;L;924;6;10;30000
9591;1;3;2022;75;P;614;5;10;30000
1722;19;5;2022;30;L;89;20;4;20000
9994;21;7;2023;30;P;549;11;2;10000
7566;16;3;2022;79;P;706;7;2;20000
6685;5;5;2023;74;L;250;20;13;20000
4636;26;7;2022;74;L;456;14;7;30000
9989;17;2;2022;59;P;139;4;2;10000
8401;16;1;2024;67;P;99;12;3;50000
9279;18;9;2024;49;L;571;4;11;30000
7253;27;3;2024;53;P;374;1;2;50000
8251;14;12;2024;39;P;618;8;6;30000
4044;4;12;2022;52;P;701;12;3;40000
9235;28;7;2023;43;L;910;12;5;10000
9276;15;4;2022;49;P;220;16;7;30000
5686;19;3;2023;67;L;324;11;9;40000
2251;25;9;2022;27;P;80;7;5;10000
6680;25;10;2022;56;L;177;20;13;10000
4119;21;6;2024;49;L;969;2;5;50000
5625;26;2;2022;43;L;355;14;3;40000
1925;16;5;2024;22;P;792;15;7;30000
1865;12;2;2022;44;P;952;3;13;10000
710;27;1;2023;43;P;579;8;7;10000
2021;20;11;2024;63;L;618;10;3;30000
6745;8;1;2024;72;P;779;6;10;10000
3608;9;6;2024;56;P;502;12;10;50000
387;24;8;2024;63;L;693;12;1;20000
4775;12;5;2022;56;P;954;8;6;40000
7283;14;5;2023;64;P;542;4;3;10000
7514;6;1;2022;26;P;382;18;7;50000
8228;2;3;2022;31;L;180;1;5;50000
3187;9;1;2023;54;L;316;1;8;50000
8170;1;4;2024;43;P;485;9;14;30000
5612;20;11;2023;32;P;820;16;10;50000
1535;4;2;2022;49;P;67;17;1;50000
514;25;10;2024;37;P;760;19;8;50000
7337;19;4;2022;30;L;228;12;13;20000
7066;24;2;2022;72;P;31;14;4;50000
3060;19;7;2022;32;L;98;18;5;50000
3093;10;10;2024;54;P;212;3;10;20000
5258;21;5;2023;46;L;841;1;14;40000
6259;31;11;2024;50;L;202;18;1;30000
1537;2;10;2024;34;P;944;1;4;10000
1577;24;11;2022;65;L;40;5;12;50000
2306;22;9;2023;67;P;179;14;9;30000
2167;30;6;2022;21;L;494;6;11;30000
2739;20;1;2022;26;P;835;19;1;30000
9536;30;7;2023;26;P;150;14;1;10000
755;18;11;2022;44;L;299;5;11;20000
3579;13;9;2024;79;L;700;16;8;20000
5479;13;10;2023;31;L;167;18;8;30000
3624;30;12;2023;75;P;606;11;11;10000
9153;5;9;2022;67;L;905;10;1;40000
3423;28;1;2023;46;L;941;18;6;50000
7318;27;2;2024;26;L;591;18;12;40000
6457;21;11;2022;74;P;244;3;10;40000
2901;17;7;2023;21;P;843;12;1;10000
9977;16;3;2022;80;P;443;14;14;40000
4322;10;1;2024;69;P;79;12;10;20000
4884;12;11;2024;27;P;38;3;9;20000
5248;12;8;2024;34;P;537;5;1;50000
1200;2;1;2024;25;P;243;14;14;40000
8727;8;5;2024;70;P;316;6;9;50000
3424;24;1;2024;61;P;871;8;8;30000
2629;5;7;2024;30;P;285;8;7;50000
2265;26;4;2024;51;L;640;19;3;30000
1925;12;3;2022;27;L;397;17;14;20000
29;16;3;2023;74;L;501;14;12;20000
2477;13;6;2024;25;P;387;5;11;30000
8368;5;12;2022;43;P;98;4;14;10000
2918;23;5;2022;80;L;965;11;2;20000
9309;14;6;2024;61;L;568;9;14;10000
7431;29;7;2022;62;P;212;12;3;10000
57;12;8;2023;77;P;117;3;11;20000
3917;27;1;2024;26;P;909;18;13;10000
1054;9;10;2024;40;L;100;15;7;50000
400;26;9;2023;41;P;702;5;11;40000
1676;2;5;2023;45;P;104;14;6;30000
6239;6;6;2023;29;P;695;10;5;20000
4490;29;8;2023;78;L;130;2;14;20000
3721;13;3;2022;29;P;262;4;8;50000
2810;14;5;2023;32;P;552;10;2;10000
8000;13;6;2022;36;L;93;10;14;30000
505;17;10;2023;48;L;165;11;12;10000
7910;14;2;2023;79;P;451;18;14;40000
2362;10;3;2024;26;L;728;17;6;20000
4540;21;7;2023;80;L;146;15;10;50000
706;31;2;2022;59;L;495;18;6;30000
3452;8;2;2023;24;P;109;20;11;10000
706;18;12;2022;34;P;865;16;14;10000
1341;8;7;2023;54;L;643;19;8;50000
6238;12;12;2024;41;L;29;4;14;50000
4810;25;10;2024;27;L;21;18;2;50000
1807;18;6;2023;62;P;28;14;14;20000
9108;4;6;2023;68;P;170;10;2;50000
5751;30;5;2022;60;P;46;3;4;40000
3497;7;5;2023;35;L;473;2;8;20000
8538;5;7;2024;23;P;836;20;4;10000
5509;20;3;2022;45;P;29;14;12;40000
4580;24;7;2024;48;P;624;9;9;30000
3571;2;3;2022;47;P;330;19;10;20000
8592;21;12;2023;50;L;854;15;7;20000
1662;6;9;2024;71;P;652;6;10;30000
2879;10;10;2023;32;P;425;16;13;50000
3973;30;6;2024;71;P;26;17;4;40000
8729;14;5;2022;71;L;412;2;3;40000
5317;20;1;2023;31;L;533;6;4;10000
6942;18;3;2023;74;L;507;1;2;30000
2558;2;10;2023;65;L;422;20;2;20000
5689;4;8;2022;80;L;750;3;6;50000
2825;24;7;2022;49;P;446;18;8;40000
568;14;5;2023;29;L;729;1;8;30000
2598;3;9;2024;60;P;790;6;2;10000
3024;11;4;2024;46;P;30;14;6;50000
6278;15;12;2023;72;L;975;4;11;50000
136;11;5;2022;78;P;827;15;13;30000
8841;15;10;2022;64;L;333;7;5;20000
7912;15;2;2022;56;L;800;18;10;30000
1239;25;2;2023;74;L;556;9;10;20000
7240;5;5;2023;55;L;441;19;6;10000
7599;28;2;2023;44;P;287;3;1;10000
6195;24;6;2023;62;P;957;14;6;30000
6287;18;4;2023;36;P;894;5;10;40000
2334;2;6;2023;72;L;993;20;6;40000
9945;29;1;2022;73;L;296;12;11;30000
8757;3;4;2022;48;P;376;9;8;20000
5946;3;9;2022;50;P;668;16;3;20000
7072;26;6;2024;65;P;435;14;13;40000
206;17;7;2022;55;L;554;3;6;50000
3361;20;1;2024;32;P;430;18;1;10000
6976;24;3;2022;69;L;858;12;6;30000
949;17;12;2022;46;P;792;13;7;50000
8973;9;8;2022;61;P;674;11;8;50000
4458;5;11;2024;65;P;951;6;10;10000
8604;20;8;2024;47;P;915;13;11;10000
1773;1;10;2022;25;P;525;9;3;20000
4;18;3;2022;45;L;508;3;9;20000
6273;31;7;2024;65;L;686;20;3;40000
880;12;12;2024;78;P;365;8;8;30000
8269;18;6;2024;62;P;259;7;7;20000
8510;25;12;2024;46;P;733;9;8;20000
2508;26;1;2024;71;L;795;8;11;20000
6841;25;11;2023;62;L;800;6;9;30000
3718;3;4;2024;39;L;914;11;1;20000
1886;29;7;2022;57;P;928;16;2;20000
3291;13;4;2022;41;P;224;20;11;10000
4002;20;10;2022;63;L;477;2;3;20000
6740;3;9;2022;46;L;37;14;4;40000
835;13;12;2023;54;P;708;9;2;30000
9476;11;3;2022;27;P;432;4;2;50000
1254;28;4;2022;79;L;134;18;1;20000
2569;3;5;2022;38;P;601;14;6;30000
7606;24;2;2024;26;P;796;13;13;20000
4257;11;10;2024;76;L;548;17;2;20000
1444;8;12;2022;65;P;578;5;1;10000
6072;11;4;2023;33;P;484;4;4;40000
9295;18;4;2022;39;L;668;7;9;40000
8360;20;9;2023;34;P;140;11;5;50000
3681;24;12;2022;64;L;433;19;7;20000
2544;29;8;2023;74;L;114;2;3;20000
5836;30;9;2024;79;L;241;4;14;40000
572;30;6;2024;69;L;625;3;10;40000
2555;11;8;2024;63;P;118;20;12;50000
5553;28;7;2022;73;P;16;1;12;40000
4247;30;6;2022;36;P;529;7;6;50000
15;4;10;2022;68;P;165;13;4;40000
6162;4;10;2023;38;P;411;9;13;20000
1130;13;10;2022;24;L;362;16;7;30000
494;12;7;2024;34;P;381;14;7;10000
7815;2;7;2024;40;P;252;20;6;40000
3594;24;4;2023;79;L;79;11;9;10000
7128;17;6;2022;62;P;472;15;11;20000
5962;22;1;2024;79;P;222;7;11;20000
1853;19;11;2022;79;P;226;11;5;10000
1058;25;9;2023;23;L;147;6;6;50000
7659;2;12;2023;62;L;996;3;10;10000
6620;4;3;2024;72;P;688;3;13;50000
8166;21;10;2022;29;L;404;16;10;30000
5527;25;11;2024;43;L;520;13;7;20000
4248;9;7;2024;53;L;664;6;5;40000
288;23;7;2022;31;P;329;19;11;30000
1363;22;7;2024;61;L;296;11;6;50000
9860;8;7;2024;48;L;328;17;2;40000
147;21;1;2024;27;L;419;2;1;10000
5426;26;5;2023;66;L;412;3;10;10000
3447;6;2;2024;36;L;230;12;4;30000
5252;13;12;2022;56;L;335;4;12;40000
5901;23;6;2022;49;L;969;12;7;40000
7588;25;7;2023;55;P;920;2;1;20000
8423;2;2;2023;53;P;946;3;12;10000
8013;28;11;2022;23;L;207;19;7;40000
6708;23;2;2022;76;P;117;9;9;10000
8185;19;4;2022;72;P;297;17;2;40000
9395;28;3;2022;71;L;709;10;6;40000
7970;22;1;2024;36;L;942;9;9;10000
9045;6;1;2023;39;P;132;13;6;30000
4290;27;7;2024;72;P;699;9;9;30000
6818;15;2;2023;23;P;924;1;12;30000
2893;4;4;2022;62;L;824;8;10;50000
3985;4;6;2023;56;L;911;4;13;40000
3768;3;10;2024;37;P;442;5;12;50000
6616;15;11;2023;49;L;944;13;6;50000
9402;18;12;2022;58;L;874;11;3;30000
6632;18;10;2024;55;L;473;13;8;20000
4697;18;5;2023;42;P;913;11;2;20000
1340;6;2;2022;57;L;475;14;14;30000
8357;10;9;2022;62;L;164;8;2;10000
7828;1;2;2023;41;P;979;20;1;50000
9793;8;9;2022;59;L;120;16;2;50000
6944;27;6;2024;31;L;840;2;10;10000
9507;9;5;2024;61;P;835;2;10;20000
2889;12;4;2024;63;P;359;2;5;10000
7675;28;8;2023;50;P;951;1;1;30000
7036;28;4;2024;64;L;842;20;6;50000
495;26;5;2024;33;P;565;2;10;10000
4520;28;4;2024;34;L;119;3;4;10000
9290;29;6;2023;57;P;766;9;10;30000
7055;27;4;2023;76;P;592;16;12;10000
5924;18;9;2023;54;L;878;18;8;20000
7759;19;8;2022;67;P;478;7;7;50000
8018;14;10;2022;80;P;891;11;6;30000
8947;7;8;2022;36;P;65;15;13;50000
3505;20;3;2022;46;P;726;19;4;30000
3919;1;2;2024;68;L;330;15;11;40000
7113;14;11;2023;51;L;632;12;11;10000
7399;11;5;2022;35;L;398;8;6;20000
8277;8;4;2022;45;P;392;12;10;50000
1114;31;5;2024;70;P;157;15;3;50000
6394;24;5;2024;28;L;704;7;1;50000
8213;13;5;2022;80;P;976;6;13;30000
80;12;2;2024;63;P;32;1;12;20000
7186;16;12;2023;29;L;681;5;11;10000
399;7;6;2024;31;P;612;14;12;10000
7618;7;11;2022;41;P;127;19;10;30000
5966;10;7;2024;43;L;920;18;2;20000
229;30;7;2024;75;L;17;18;13;50000
1768;10;12;2024;69;P;929;20;7;20000
7034;31;9;2022;55;L;654;10;7;20000
2919;13;12;2023;39;L;592;13;4;40000
4227;23;1;2023;75;P;117;2;11;30000
7781;15;12;2022;49;L;798;20;11;20000
6167;1;5;2022;21;P;908;20;9;40000
2693;30;9;2023;40;L;665;5;3;20000
9495;19;1;2022;30;L;565;2;4;10000
3071;13;7;2023;70;P;288;10;7;40000
4413;15;5;2024;65;P;651;1;13;50000
871;8;3;2022;64;L;393;13;1;30000
134;13;12;2022;65;P;192;18;1;20000
4249;23;7;2024;53;L;796;6;4;50000
2662;26;10;2024;61;P;119;5;1;10000
2018;6;7;2022;52;P;732;13;11;50000
4832;12;11;2023;75;L;896;4;6;50000
77;29;4;2023;39;L;7;18;14;20000
3001;27;11;2024;64;P;612;2;7;30000
9007;10;12;2024;38;P;545;4;13;20000
3454;20;8;2022;24;P;910;10;8;10000
8166;22;3;2022;34;L;572;19;11;50000
8387;31;4;2023;58;P;262;2;8;30000
5595;10;2;2023;75;L;96;10;4;20000
3805;2;9;2023;52;P;640;3;1;50000
3693;24;2;2023;56;P;66;14;3;30000
5662;5;10;2024;23;P;287;18;2;20000
1940;13;11;2022;49;P;836;2;11;40000
7849;19;9;2022;47;L;217;12;12;10000
9392;2;8;2023;54;L;721;9;5;10000
1812;9;9;2023;35;P;517;11;6;50000
3232;17;1;2022;74;P;431;11;2;30000
8392;12;12;2022;38;L;183;16;5;20000
3904;17;8;2024;79;P;734;10;11;20000
7559;16;7;2022;72;L;663;17;7;50000
8450;19;5;2024;50;P;741;6;4;50000
9884;23;2;2024;50;L;207;8;8;10000
7402;29;6;2022;43;P;819;5;6;30000
5172;27;3;2022;80;P;390;13;9;50000
2328;10;3;2023;50;P;957;20;12;40000
3771;31;3;2022;31;L;555;2;14;40000
378;17;7;2023;74;P;104;18;10;40000
3301;9;9;2023;28;L;66;11;4;10000
7369;8;9;2022;79;P;314;10;6;50000
7030;28;7;2024;27;L;845;19;12;50000
1400;24;2;2022;65;L;777;19;12;30000
7721;22;8;2023;28;L;96;13;10;40000
2604;3;6;2024;44;L;612;8;3;30000
4546;22;1;2024;79;P;997;6;9;40000
5229;26;5;2024;34;P;582;9;1;20000
8127;1;9;2022;39;P;18;8;14;10000
7720;1;6;2024;71;P;634;14;12;10000
4964;22;4;2022;78;P;799;20;11;10000
9170;22;4;2024;51;P;730;14;10;30000
7443;4;8;2022;80;L;769;19;12;10000
292;22;8;2023;76;P;726;1;1;50000
8875;21;11;2023;53;P;367;8;2;40000
2275;7;1;2023;33;P;859;19;11;20000
4531;20;10;2022;40;P;735;6;14;30000
4799;27;5;2024;66;L;164;5;6;10000
4718;19;10;2022;54;P;495;20;6;30000
9897;27;3;2024;68;P;83;18;13;50000
5795;10;4;2024;46;L;227;14;5;10000
9028;26;7;2022;59;P;739;9;1;40000
1208;5;10;2022;58;L;848;4;12;30000
769;30;3;2023;38;P;631;18;1;20000
1474;27;3;2024;34;L;800;18;1;10000
7330;26;5;2022;59;L;606;6;10;10000
4258;1;1;2023;66;P;139;1;9;50000
3480;10;10;2024;60;P;190;17;4;20000
6874;15;11;2023;56;P;786;7;12;40000
5967;11;5;2022;56;L;769;1;10;20000
3898;13;8;2023;29;L;221;13;9;30000
9551;3;4;2022;49;P;943;15;3;50000
3032;17;12;2023;44;L;978;19;1;20000
583;3;5;2024;74;L;434;20;10;10000
4806;23;6;2023;34;L;214;16;1;50000
8052;8;1;2022;68;P;250;2;3;50000
4998;23;10;2023;77;L;268;19;6;20000
1452;7;10;2024;22;P;580;17;10;20000
284;22;6;2022;72;P;437;4;10;20000
1985;21;6;2024;53;P;484;13;10;40000
4167;26;3;2023;46;P;149;9;12;30000
5752;24;3;2024;43;L;427;8;4;20000
6083;6;6;2022;31;P;595;12;6;30000
6163;21;8;2022;36;P;954;17;13;20000
8755;18;3;2023;66;L;402;5;14;10000
1010;22;2;2023;47;P;458;10;4;30000
490;15;9;2023;40;L;497;5;1;40000
3044;14;11;2024;74;P;394;17;1;20000
1844;28;8;2024;60;L;588;13;1;50000
4718;9;4;2024;43;P;263;17;1;20000
7170;7;9;2022;60;L;598;12;9;30000
5046;26;3;2022;47;L;281;17;1;20000
2685;27;10;2024;50;L;997;4;11;30000
8003;6;4;2022;78;L;931;13;7;40000
4951;2;2;2023;35;L;568;8;10;40000
5548;29;2;2023;34;P;781;10;6;40000
679;28;9;2022;73;P;191;9;5;10000
8175;9;8;2022;26;L;341;13;4;50000
1203;20;2;2024;68;P;844;17;14;10000
1832;6;11;2022;29;L;997;1;6;10000
5985;20;4;2022;52;P;23;5;1;30000
1874;9;10;2023;78;P;437;16;2;20000
6162;9;5;2023;36;L;283;17;11;30000
3292;12;1;2023;61;L;212;15;11;30000
2326;29;1;2022;45;P;729;4;10;40000
7758;21;1;2022;77;L;311;11;8;20000
8412;27;6;2022;58;L;683;10;8;30000
8170;12;7;2024;73;L;990;5;3;50000
5692;20;1;2022;52;P;38;7;4;40000
4256;3;10;2024;67;P;805;2;12;20000
3059;28;3;2023;67;L;518;4;7;30000
1541;19;8;2023;43;P;177;14;8;10000
4936;13;1;2024;58;L;66;13;12;10000
7073;5;6;2024;62;L;863;12;8;50000
4307;25;1;2023;31;L;992;17;4;30000
4135;12;9;2023;38;P;832;8;7;30000
59;31;12;2023;36;L;673;18;1;50000
6907;2;4;2023;58;P;935;17;7;40000
2583;23;5;2022;39;L;202;3;14;40000
7726;23;1;2022;52;L;107;15;9;40000
5437;3;10;2024;39;L;915;9;13;40000
4458;10;2;2024;29;P;449;13;9;40000
7775;10;7;2024;31;L;357;14;1;10000
604;20;10;2023;67;P;815;1;14;20000
2304;26;6;2022;72;P;912;10;6;50000
5718;1;7;2023;33;L;800;18;3;40000
7609;5;1;2024;28;P;697;11;3;30000
4719;12;6;2024;69;P;479;19;13;40000
8470;10;8;2023;65;P;733;3;8;50000
5504;30;4;2024;44;L;973;19;3;30000
5239;14;5;2024;34;P;550;8;11;30000
2116;20;12;2023;47;P;731;9;7;50000
7400;24;2;2024;60;L;454;4;3;30000
8142;9;4;2024;40;P;42;20;14;20000
3011;23;2;2023;63;P;218;3;8;30000
9594;18;1;2022;39;L;843;7;1;40000
7615;23;11;2023;31;P;437;6;13;20000
7467;9;11;2022;40;L;743;11;11;10000
6340;15;4;2022;57;P;74;11;1;10000
2034;27;4;2022;40;L;626;2;9;10000
6698;16;10;2022;29;L;870;11;6;20000
2491;28;8;2024;37;L;864;12;14;10000
2010;19;8;2023;62;L;344;6;4;40000
5279;22;8;2023;42;L;232;1;12;50000
3552;26;2;2023;29;P;868;12;14;40000
324;26;4;2022;53;L;707;6;2;50000
4949;11;7;2022;70;L;796;2;11;20000
918;15;7;2023;24;P;679;9;5;50000
5640;26;3;2024;30;P;184;10;9;50000
8211;2;10;2022;52;P;991;19;10;20000
1800;30;1;2024;68;P;574;11;8;30000
2465;31;2;2022;62;L;92;20;2;50000
9033;27;5;2023;79;P;233;10;12;30000
9164;5;10;2023;43;L;696;19;11;40000
1806;4;9;2023;52;L;333;10;5;50000
486;31;12;2023;29;P;244;9;10;30000
1651;4;11;2022;24;L;187;5;12;10000
2590;1;2;2022;50;L;884;3;2;30000
5789;16;1;2022;67;P;922;18;3;30000
1465;6;3;2022;56;P;666;20;5;10000
8479;3;2;2024;30;L;483;11;6;40000
2487;16;9;2022;51;P;156;3;7;40000
6568;6;11;2024;29;P;957;8;14;20000
3096;26;2;2023;73;P;203;2;5;20000
9815;8;10;2022;68;P;509;3;10;30000
6182;28;2;2022;70;L;243;11;3;50000
5452;13;2;2022;44;L;616;2;13;50000
7135;4;1;2023;77;L;218;11;10;10000
1858;19;5;2024;37;P;950;3;10;50000
2346;5;2;2024;63;L;74;3;3;50000
2421;25;11;2022;79;L;180;11;13;50000
3008;9;9;2022;36;P;22;13;6;50000
1065;14;2;2022;62;L;889;4;5;10000
40;2;11;2023;52;P;836;12;3;50000
6815;26;2;2024;40;P;66;5;9;50000
9886;28;8;2024;54;L;412;8;14;50000
9619;30;11;2024;62;P;544;19;7;20000
73;25;1;2022;59;P;404;18;14;20000
4281;11;9;2024;40;P;224;10;2;10000
8700;22;6;2022;23;L;336;6;1;10000
5133;22;11;2023;32;P;501;10;6;10000
2899;20;8;2022;40;L;496;14;6;40000
706;6;9;2024;63;P;943;3;6;20000
1249;20;6;2023;43;P;82;19;10;40000
1850;9;2;2023;71;P;546;8;3;20000
5902;9;6;2022;26;P;640;13;9;30000
2881;16;8;2022;65;L;778;13;10;20000
7114;10;8;2022;39;L;909;1;11;30000
7737;28;6;2024;80;L;685;15;3;50000
8877;22;1;2023;23;P;308;18;4;30000
848;27;6;2024;46;P;987;12;10;40000
2;28;4;2024;40;P;961;18;9;10000
4982;20;11;2024;59;L;956;7;4;50000
3473;17;10;2024;54;P;300;8;2;20000
356;11;4;2024;62;L;319;16;1;40000
6173;16;8;2023;30;L;222;6;6;40000
8948;12;3;2024;48;P;423;10;2;10000
4811;6;1;2024;45;P;228;13;11;30000
8168;20;2;2023;47;P;475;16;8;40000
5322;26;8;2024;46;L;314;13;12;50000
7634;3;10;2023;34;L;332;14;2;20000
1813;22;7;2024;29;L;648;2;6;20000
1098;7;11;2024;40;P;561;20;1;10000
9761;2;1;2024;61;L;88;3;5;10000
7253;25;12;2022;61;L;909;20;1;30000
3220;11;8;2024;44;L;738;5;14;40000
9790;19;1;2022;75;L;649;19;9;10000
8118;2;5;2022;56;L;906;9;1;20000
7344;11;5;2024;70;L;44;18;7;30000
3409;13;5;2024;56;P;832;7;8;20000
2677;2;3;2022;53;L;717;6;7;30000
236;3;5;2022;29;L;493;16;13;20000
9705;18;4;2022;38;L;297;6;2;20000
7248;12;8;2024;33;L;961;19;12;10000
9950;1;9;2024;68;P;28;7;3;40000
5174;24;11;2024;57;P;71;1;4;10000
7456;11;1;2023;66;L;264;2;6;30000
8958;16;11;2022;41;L;825;1;12;40000
8467;22;1;2024;52;L;800;14;14;50000
976;7;1;2023;45;P;720;3;4;40000
9252;10;9;2022;37;P;743;1;8;50000
932;13;3;2023;23;P;808;18;6;50000
779;2;8;2023;23;P;362;20;11;30000
6007;27;6;2022;38;L;556;16;8;50000
1459;1;5;2023;46;L;29;9;9;10000
3032;22;11;2022;27;L;881;17;7;30000
8040;7;12;2023;53;P;514;20;9;20000
2078;30;8;2022;69;P;730;13;2;50000
1790;1;12;2022;60;P;289;17;5;50000
1155;29;3;2023;63;L;803;16;1;50000
496;16;10;2023;68;P;182;1;14;30000
219;22;1;2022;73;P;761;13;1;40000
494;17;2;2022;78;L;511;6;4;50000
4529;20;7;2024;32;L;9;9;5;40000
2362;4;2;2023;66;L;995;8;11;50000
7418;28;12;2024;68;P;194;3;6;50000
896;12;1;2022;48;P;825;20;9;10000
6752;31;1;2024;42;P;669;6;14;10000
6660;22;9;2022;55;P;700;6;1;10000
7608;9;4;2024;50;P;279;5;8;30000
2218;26;4;2024;43;P;37;11;12;20000
2292;11;9;2022;47;P;246;6;2;50000
4546;27;7;2024;40;L;29;19;1;30000
8815;28;11;2023;78;P;436;7;8;20000
3526;26;9;2024;37;P;141;16;13;20000
2686;14;4;2023;21;P;942;19;12;10000
9531;17;7;2024;54;P;502;13;8;50000
5440;29;6;2022;73;P;5;17;2;20000
2633;13;11;2023;59;P;358;10;12;50000
6127;28;12;2023;49;P;358;13;7;10000
5232;22;5;2023;55;L;649;2;6;30000
1209;5;4;2024;26;L;320;3;12;40000
9279;22;11;2023;49;L;944;19;9;30000
2961;7;6;2024;44;P;747;7;2;40000
3132;31;9;2023;57;P;65;1;1;50000
5914;5;5;2023;21;P;95;14;5;10000
1311;20;11;2023;50;P;413;8;6;50000
7718;18;7;2024;67;P;342;11;9;10000
3084;11;3;2023;63;L;972;19;2;50000
6883;20;8;2022;67;L;715;9;9;10000
7301;21;10;2024;71;L;143;6;8;30000
7993;30;8;2024;36;P;455;14;12;50000
5851;3;1;2024;59;P;24;2;12;10000
6782;23;2;2022;32;L;93;3;9;50000
5661;21;11;2024;53;P;829;20;3;50000
2575;3;3;2024;34;L;53;13;7;40000
7638;15;3;2023;31;P;899;1;12;40000
4225;10;4;2024;60;P;102;17;6;50000
325;16;11;2022;75;L;158;18;8;30000
5283;1;5;2023;71;L;638;16;6;50000
85;7;5;2023;72;P;508;17;6;30000
7837;19;6;2023;37;P;494;18;7;10000
6226;8;11;2022;53;P;59;6;13;20000
7647;8;8;2022;27;P;101;12;11;20000
9753;27;11;2023;57;L;674;11;14;50000
7931;15;5;2023;47;P;5;17;13;40000
7810;6;6;2023;71;L;674;5;1;10000
1519;8;2;2023;70;L;181;16;10;20000
6290;9;2;2022;26;P;501;6;13;20000
3117;8;5;2023;55;P;455;16;7;30000
823;9;6;2022;78;P;157;20;13;20000
2760;7;12;2022;77;P;570;20;11;40000
5840;6;4;2022;77;L;905;8;12;30000
1557;23;11;2024;79;L;840;4;7;20000
5804;17;10;2023;64;P;364;18;12;40000
445;23;2;2023;37;P;784;13;10;50000
3384;20;10;2022;36;P;832;2;5;10000
1201;17;3;2024;50;P;956;12;2;40000
4927;3;9;2022;53;P;938;2;13;30000
4258;13;6;2024;78;L;552;6;2;10000
4753;25;7;2022;30;P;107;7;11;20000
8651;20;7;2024;59;L;367;2;10;20000
9953;9;6;2024;59;L;227;9;1;50000
7430;11;7;2022;68;L;638;4;4;30000
7334;17;12;2022;40;L;748;9;8;40000
7091;16;8;2022;71;P;473;13;12;40000
598;25;10;2024;22;L;963;18;10;30000
1928;5;4;2023;21;L;556;3;7;20000
5155;31;5;2024;62;L;120;15;14;40000
926;22;2;2022;79;P;666;4;3;50000
1652;27;12;2024;38;L;860;18;10;10000
1298;16;8;2022;67;L;836;4;8;50000
4600;11;6;2022;62;L;522;14;1;10000
80;27;5;2024;38;P;626;13;7;10000
3383;21;5;2022;75;L;335;10;5;10000
6252;20;12;2024;62;P;851;8;5;40000
632;9;12;2024;39;P;89;12;3;30000
5529;14;1;2024;26;L;690;1;10;10000
9399;17;6;2023;23;P;917;5;14;20000
1705;25;5;2024;44;P;640;1;14;10000
4794;11;11;2024;28;L;450;11;4;30000
2216;22;6;2023;73;P;308;14;9;10000
7994;9;11;2023;52;L;31;20;6;30000
5487;25;3;2023;29;L;209;10;11;50000
4543;6;4;2024;74;L;591;17;8;50000
9188;26;6;2024;78;P;376;20;5;10000
9103;5;7;2022;74;L;374;11;14;50000
8481;23;6;2023;63;P;331;15;3;30000
1360;6;2;2022;79;L;78;10;3;50000
6198;7;6;2023;62;P;295;3;14;50000
7851;16;4;2022;67;L;73;18;14;30000
8824;24;11;2023;43;P;60;3;13;10000
513;6;7;2023;67;L;355;2;13;10000
1112;11;2;2022;23;P;593;19;7;20000
6156;12;6;2022;72;L;516;7;13;50000
112;16;6;2023;33;P;369;19;7;50000
9041;2;12;2022;46;P;800;13;1;50000
5237;15;1;2023;33;P;460;7;1;20000
9529;25;11;2024;62;P;894;11;9;20000
6835;13;11;2022;77;L;792;3;3;30000
2569;13;4;2024;61;L;194;1;14;20000
5330;15;9;2024;67;P;150;20;8;10000
9450;25;1;2024;64;L;420;1;8;50000
5589;13;1;2022;28;L;787;10;6;40000
3263;12;5;2022;28;L;38;15;8;50000
6130;11;8;2024;60;L;703;19;4;10000
978;10;11;2024;54;L;571;19;2;20000
961;10;2;2023;74;L;430;16;1;40000
6062;18;1;2022;29;L;761;10;1;10000
4303;22;5;2024;58;P;747;12;14;50000
